tipo_del_edificio,edificio,direccin,distrito,clase,unidades,consumo,puesta_en_servicio,potencia_kwp,empresa_instaladora
cultural,biblioteca_gabriel_garcía_márquez,plaza_pueblo_2_centro_cultural_orcasur_28041_madrid,usera,energía_activa,kwh,89960,20220501,nan,empresa_desconocida
cultural,biblioteca_gabriel_garcía_márquez,plaza_pueblo_2_centro_cultural_orcasur_28041_madrid,usera,energía_reactiva,kvarh,50280,20220501,nan,empresa_desconocida
cultural,biblioteca_gerardo_diego,calle_monte_aya_12_28031_madrid,villa_de_vallecas,energía_activa,kwh,00,20220501,nan,empresa_desconocida
cultural,biblioteca_gerardo_diego,calle_monte_aya_12_28031_madrid,villa_de_vallecas,energía_reactiva,kvarh,13260,20220501,nan,empresa_desconocida
cultural,biblioteca_gerardo_diego,calle_monte_aya_12_28031_madrid,villa_de_vallecas,gas,m3,00,20220501,nan,empresa_desconocida
cultural,biblioteca_huerta_de_la_salud,calle_mar_de_las_antillas_10_28033_madrid,hortaleza,energía_activa,kwh,30240,20220501,nan,empresa_desconocida
cultural,biblioteca_huerta_de_la_salud,calle_mar_de_las_antillas_10_28033_madrid,hortaleza,energía_reactiva,kvarh,00,20220501,nan,empresa_desconocida
cultural,biblioteca_iván_de_vargas,calle_san_justo_5_28005_madrid,centro,energía_activa,kwh,58910,20220501,nan,empresa_desconocida
cultural,biblioteca_iván_de_vargas,calle_san_justo_5_28005_madrid,centro,energía_reactiva,kvarh,7730,20220501,nan,empresa_desconocida
cultural,biblioteca_josé_hierro,calle_maria_sevilla_diago_15_28022_madrid,san_blas_canillejas,energía_activa,kwh,69760,20220501,nan,empresa_desconocida
cultural,biblioteca_josé_hierro,calle_maria_sevilla_diago_15_28022_madrid,san_blas_canillejas,energía_reactiva,kvarh,3750,20220501,nan,empresa_desconocida
cultural,biblioteca_josé_hierro,calle_maria_sevilla_diago_15_28022_madrid,san_blas_canillejas,gas,m3,00,20220501,nan,empresa_desconocida
cultural,biblioteca_la_chata,calle_general_ricardos_252_antiguo_mercado_de_carabanchel_28025_madrid,carabanchel,energía_activa,kwh,00,20220501,nan,empresa_desconocida
cultural,biblioteca_la_chata,calle_general_ricardos_252_antiguo_mercado_de_carabanchel_28025_madrid,carabanchel,energía_reactiva,kvarh,00,20220501,nan,empresa_desconocida
cultural,biblioteca_la_elipa_islas_filipinas,calle_nuestra_señora_del_villar_6_28017_madrid,ciudad_lineal,energía_activa,kwh,44620,20220501,nan,empresa_desconocida
cultural,biblioteca_la_elipa_islas_filipinas,calle_nuestra_señora_del_villar_6_28017_madrid,ciudad_lineal,energía_reactiva,kvarh,17650,20220501,nan,empresa_desconocida
cultural,biblioteca_la_elipa_islas_filipinas,calle_nuestra_señora_del_villar_6_28017_madrid,ciudad_lineal,gas,m3,00,20220501,nan,empresa_desconocida
cultural,biblioteca_manuel_vázquez_montalbán,calle_francos_rodriguez_67_28039_madrid,tetuan,energía_activa,kwh,131650,20220501,nan,empresa_desconocida
cultural,biblioteca_manuel_vázquez_montalbán,calle_francos_rodriguez_67_28039_madrid,tetuan,energía_reactiva,kvarh,00,20220501,nan,empresa_desconocida
cultural,biblioteca_mario_vargas_llosa,calle_barcelo_4_28004_madrid,centro,energía_activa,kwh,00,20220501,nan,empresa_desconocida
cultural,biblioteca_mario_vargas_llosa,calle_barcelo_4_28004_madrid,centro,energía_reactiva,kvarh,00,20220501,nan,empresa_desconocida
cultural,biblioteca_miguel_delibes,calle_arroyo_belincoso_11_junto_a_centro_cultural_eduardo_chillida_28030_madrid,moratalaz,energía_activa,kwh,121230,20220501,nan,empresa_desconocida
cultural,biblioteca_miguel_delibes,calle_arroyo_belincoso_11_junto_a_centro_cultural_eduardo_chillida_28030_madrid,moratalaz,energía_reactiva,kvarh,48930,20220501,nan,empresa_desconocida
cultural,biblioteca_miguel_delibes,calle_arroyo_belincoso_11_junto_a_centro_cultural_eduardo_chillida_28030_madrid,moratalaz,gas,m3,00,20220501,nan,empresa_desconocida
cultural,biblioteca_pablo_neruda,calle_ascao_4_28017_madrid,ciudad_lineal,energía_activa,kwh,00,20220501,nan,empresa_desconocida
cultural,biblioteca_pablo_neruda,calle_ascao_4_28017_madrid,ciudad_lineal,gas,m3,00,20220501,nan,empresa_desconocida
cultural,biblioteca_pío_baroja,calle_arganda_12_28005_madrid,arganzuela,energía_activa,kwh,49930,20220501,nan,empresa_desconocida
cultural,biblioteca_pío_baroja,calle_arganda_12_28005_madrid,arganzuela,energía_reactiva,kvarh,12310,20220501,nan,empresa_desconocida
cultural,biblioteca_pío_baroja,calle_arganda_12_28005_madrid,arganzuela,gas,m3,00,20220501,nan,empresa_desconocida
cultural,cc_agustín_díaz,paseo_comandante_fortea_42_28008_madrid,moncloa_aravaca,energía_activa,kwh,00,20220501,nan,empresa_desconocida
cultural,cc_agustín_díaz,paseo_comandante_fortea_42_28008_madrid,moncloa_aravaca,energía_reactiva,kvarh,124870,20220501,nan,empresa_desconocida
cultural,cc_agustín_díaz,paseo_comandante_fortea_42_28008_madrid,moncloa_aravaca,gas,m3,00,20220501,nan,empresa_desconocida
cultural,cc_alberto_sánchezbiblioteca_portazgo,calle_cantalapiedra_1114_28038_madrid,puente_de_vallecas,energía_activa,kwh,00,20220501,nan,empresa_desconocida
cultural,cc_alberto_sánchezbiblioteca_portazgo,calle_cantalapiedra_1114_28038_madrid,puente_de_vallecas,energía_reactiva,kvarh,00,20220501,nan,empresa_desconocida
cultural,cc_alberto_sánchezbiblioteca_portazgo,calle_cantalapiedra_1114_28038_madrid,puente_de_vallecas,gas,m3,00,20220501,nan,empresa_desconocida
cultural,cc_alfredo_kraus,glorieta_pradera_de_vaquerizas_9_28035_madrid,fuencarral_el_pardo,energía_activa,kwh,131420,20220501,nan,empresa_desconocida
cultural,cc_alfredo_kraus,glorieta_pradera_de_vaquerizas_9_28035_madrid,fuencarral_el_pardo,energía_reactiva,kvarh,4630,20220501,nan,empresa_desconocida
cultural,cc_alfredo_kraus,glorieta_pradera_de_vaquerizas_9_28035_madrid,fuencarral_el_pardo,gas,m3,00,20220501,nan,empresa_desconocida
cultural,cc_bib_buena_vista,avenida_toreros_5_28028_madrid,salamanca,energía_activa,kwh,00,20220501,nan,empresa_desconocida
cultural,cc_bib_buena_vista,avenida_toreros_5_28028_madrid,salamanca,energía_reactiva,kvarh,00,20220501,nan,empresa_desconocida
cultural,cc_bib_buena_vista,avenida_toreros_5_28028_madrid,salamanca,gas,m3,00,20220501,nan,empresa_desconocida
cultural,cc_bohemios,calle_los_bohemios_1_28041_madrid,villaverde,energía_activa,kwh,00,20220501,nan,empresa_desconocida
cultural,cc_bohemios,calle_los_bohemios_1_28041_madrid,villaverde,energía_reactiva,kvarh,00,20220501,nan,empresa_desconocida
cultural,cc_buero_vallejo_y_biblioteca_canillejas,calle_boltaña_27_28022_madrid,san_blas_canillejas,energía_activa,kwh,71890,20220501,nan,empresa_desconocida
cultural,cc_buero_vallejo_y_biblioteca_canillejas,calle_boltaña_27_28022_madrid,san_blas_canillejas,energía_reactiva,kvarh,10530,20220501,nan,empresa_desconocida
cultural,cc_buero_vallejo_y_biblioteca_canillejas,calle_boltaña_27_28022_madrid,san_blas_canillejas,gas,m3,00,20220501,nan,empresa_desconocida
cultural,cc_carril_del_conde,calle_carril_del_conde_57_28043_madrid,hortaleza,energía_activa,kwh,161410,20220501,nan,empresa_desconocida
cultural,cc_carril_del_conde,calle_carril_del_conde_57_28043_madrid,hortaleza,energía_reactiva,kvarh,19580,20220501,nan,empresa_desconocida
cultural,cc_carril_del_conde,calle_carril_del_conde_57_28043_madrid,hortaleza,gas,m3,10980,20220501,nan,empresa_desconocida
cultural,cc_casa_del_reloj,paseo_chopera_6_y_10_28045_madrid,arganzuela,energía_activa,kwh,00,20220501,nan,empresa_desconocida
cultural,cc_casa_del_reloj,paseo_chopera_6_y_10_28045_madrid,arganzuela,energía_reactiva,kvarh,26740,20220501,nan,empresa_desconocida
cultural,cc_conde_duque,calle_conde_duque_11_28015_madrid,centro,energía_activa,kwh,3009320,20220501,nan,empresa_desconocida
cultural,cc_conde_duque,calle_conde_duque_11_28015_madrid,centro,energía_reactiva,kvarh,477540,20220501,nan,empresa_desconocida
cultural,cc_eduardo_úrculo_biblioteca_maría_zambrano,plaza_donoso_5_28029_madrid,tetuan,energía_activa,kwh,358630,20220501,nan,empresa_desconocida
cultural,cc_eduardo_úrculo_biblioteca_maría_zambrano,plaza_donoso_5_28029_madrid,tetuan,energía_reactiva,kvarh,108700,20220501,nan,empresa_desconocida
cultural,cc_eduardo_úrculo_biblioteca_maría_zambrano,plaza_donoso_5_28029_madrid,tetuan,gas,m3,00,20220501,nan,empresa_desconocida
cultural,cc_el_madroño_bib_vicálvaro,calle_villardondiego_36_28032_madrid,vicalvaro,energía_activa,kwh,156600,20220501,nan,empresa_desconocida
cultural,cc_el_madroño_bib_vicálvaro,calle_villardondiego_36_28032_madrid,vicalvaro,energía_reactiva,kvarh,9660,20220501,nan,empresa_desconocida
cultural,cc_el_madroño_bib_vicálvaro,calle_villardondiego_36_28032_madrid,vicalvaro,gas,m3,00,20220501,nan,empresa_desconocida
cultural,cc_el_torito,avenida_moratalaz_130_28030_madrid,moratalaz,energía_activa,kwh,00,20220501,nan,empresa_desconocida
cultural,cc_el_torito,avenida_moratalaz_130_28030_madrid,moratalaz,energía_reactiva,kvarh,00,20220501,nan,empresa_desconocida
cultural,cc_el_torito,avenida_moratalaz_130_28030_madrid,moratalaz,gas,m3,00,20220501,nan,empresa_desconocida
cultural,cc_federico_chueca,calle_benita_ávila_17_28043_madrid,hortaleza,energía_activa,kwh,00,20220501,nan,empresa_desconocida
cultural,cc_federico_chueca,calle_benita_ávila_17_28043_madrid,hortaleza,energía_reactiva,kvarh,530,20220501,nan,empresa_desconocida
cultural,cc_fernando_de_los_ríos_y_biblioteca_aluche,calle_camarena_10_28047_madrid,latina,energía_activa,kwh,210320,20220501,nan,empresa_desconocida
cultural,cc_fernando_de_los_ríos_y_biblioteca_aluche,calle_camarena_10_28047_madrid,latina,energía_reactiva,kvarh,00,20220501,nan,empresa_desconocida
cultural,cc_hortaleza,calle_santa_virgilia_15_28033_madrid,hortaleza,energía_activa,kwh,00,20220501,nan,empresa_desconocida
cultural,cc_hortaleza,calle_santa_virgilia_15_28033_madrid,hortaleza,energía_reactiva,kvarh,17380,20220501,nan,empresa_desconocida
cultural,cc_hortaleza,calle_santa_virgilia_15_28033_madrid,hortaleza,gas,m3,00,20220501,nan,empresa_desconocida
cultural,cc_josé_luis_lópez_vázquez,calle_febrero_4_28022_madrid,san_blas_canillejas,energía_activa,kwh,79640,20220501,nan,empresa_desconocida
cultural,cc_josé_luis_lópez_vázquez,calle_febrero_4_28022_madrid,san_blas_canillejas,energía_reactiva,kvarh,12900,20220501,nan,empresa_desconocida
cultural,cc_julio_cortázar,calle_antonio_machado_20_28035_madrid,moncloa_aravaca,energía_activa,kwh,00,20220501,nan,empresa_desconocida
cultural,cc_julio_cortázar,calle_antonio_machado_20_28035_madrid,moncloa_aravaca,energía_reactiva,kvarh,00,20220501,nan,empresa_desconocida
cultural,cc_la_elipa_y_css_santa_felicidad,calle_santa_felicidad_39_28017_madrid,ciudad_lineal,energía_activa,kwh,00,20220501,nan,empresa_desconocida
cultural,cc_la_elipa_y_css_santa_felicidad,calle_santa_felicidad_39_28017_madrid,ciudad_lineal,energía_reactiva,kvarh,00,20220501,nan,empresa_desconocida
cultural,cc_la_vaguada,avenida_monforte_de_lemos_38_28029_madrid,fuencarral_el_pardo,energía_activa,kwh,00,20220501,nan,empresa_desconocida
cultural,cc_la_vaguada,avenida_monforte_de_lemos_38_28029_madrid,fuencarral_el_pardo,gas,m3,00,20220501,nan,empresa_desconocida
cultural,cc_las_californias,calle_luis_peidro_2_28007_madrid,retiro,energía_activa,kwh,00,20220501,nan,empresa_desconocida
cultural,cc_las_californias,calle_luis_peidro_2_28007_madrid,retiro,energía_reactiva,kvarh,00,20220501,nan,empresa_desconocida
cultural,cc_lavapiés,calle_olivar_46_28012_madrid,centro,energía_activa,kwh,00,20220501,nan,empresa_desconocida
cultural,cc_lavapiés,calle_olivar_46_28012_madrid,centro,energía_reactiva,kvarh,00,20220501,nan,empresa_desconocida
mixto,cc_lope_de_vega_ag_empleo,calle_concejo_de_teverga_1_28053_madrid,puente_de_vallecas,energía_activa,kwh,00,20220501,nan,empresa_desconocida
mixto,cc_lope_de_vega_ag_empleo,calle_concejo_de_teverga_1_28053_madrid,puente_de_vallecas,energía_reactiva,kvarh,00,20220501,nan,empresa_desconocida
mixto,cc_lope_de_vega_ag_empleo,calle_concejo_de_teverga_1_28053_madrid,puente_de_vallecas,gas,m3,00,20220501,nan,empresa_desconocida
cultural,cc_los_rosales,avenida_los_rosales_133_28021_madrid,villaverde,energía_activa,kwh,00,20220501,nan,empresa_desconocida
cultural,cc_los_rosales,avenida_los_rosales_133_28021_madrid,villaverde,energía_reactiva,kvarh,00,20220501,nan,empresa_desconocida
cultural,cc_los_rosales,avenida_los_rosales_133_28021_madrid,villaverde,gas,m3,00,20220501,nan,empresa_desconocida
cultural,cc_mercado_de_ibiza,calle_ibiza_8_planta_1ª_28009_madrid,retiro,energía_activa,kwh,00,20220501,nan,empresa_desconocida
cultural,cc_mercado_de_ibiza,calle_ibiza_8_planta_1ª_28009_madrid,retiro,energía_reactiva,kvarh,00,20220501,nan,empresa_desconocida
cultural,cc_meseta_de_orcasitas,plaza_asociacion_1_28041_madrid,usera,energía_activa,kwh,00,20220501,nan,empresa_desconocida
