tipo del edificio,edificio,dirección,distrito,clase,unidades,consumo,puesta en servicio,potencia kwp,empresa instaladora
Centros deportivos,CDM La Masó,"CALLE MASO, 80 (C/V VENTISQUERO DE LA CONDESA) 28034 MADRID",FUENCARRAL - EL PARDO,Energía Reactiva,kVArh,1120.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Cerro Almodóvar,"CALLE CERRO DE ALMODOVAR, 9 28007 MADRID",VILLA DE VALLECAS,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Hortaleza,"CARRETERA ESTACION DE HORTALEZA, 11 28033 MADRID",HORTALEZA,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Playa Victoria,"CALLE HIERBABUENA, 2 28039 MADRID",TETUAN,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Playa Victoria,"CALLE HIERBABUENA, 2 28039 MADRID",TETUAN,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Luis Aragonés,"CALLE EL PROVENCIO, 20 28043 MADRID",HORTALEZA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Luis Aragonés,"CALLE EL PROVENCIO, 20 28043 MADRID",HORTALEZA,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Luis Aragonés,"CALLE EL PROVENCIO, 20 28043 MADRID",HORTALEZA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Pueblo Nuevo,"CALLE FRANCISCO RIOJA, 14 28017 MADRID",CIUDAD LINEAL,Energía activa,kWh,32372.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Pueblo Nuevo,"CALLE FRANCISCO RIOJA, 14 28017 MADRID",CIUDAD LINEAL,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Pueblo Nuevo,"CALLE FRANCISCO RIOJA, 14 28017 MADRID",CIUDAD LINEAL,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Faustina Valladolid - Valdebernardo,"CALLE LADERA DE LOS ALMENDROS, 2 28032 MADRID",VICALVARO,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Faustina Valladolid - Valdebernardo,"CALLE LADERA DE LOS ALMENDROS, 2 28032 MADRID",VICALVARO,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Faustina Valladolid - Valdebernardo,"CALLE LADERA DE LOS ALMENDROS, 2 28032 MADRID",VICALVARO,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Ángel Nieto - Puente de Vallecas,"CALLE PAYASO FOFO, 7 28018 MADRID",PUENTE DE VALLECAS,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Ángel Nieto - Puente de Vallecas,"CALLE PAYASO FOFO, 7 28018 MADRID",PUENTE DE VALLECAS,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Wilfred Agbonavbare - Alberto García,"CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID",PUENTE DE VALLECAS,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Wilfred Agbonavbare - Alberto García,"CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID",PUENTE DE VALLECAS,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Wilfred Agbonavbare - Alberto García,"CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID",PUENTE DE VALLECAS,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Wilfred Agbonavbare - Alberto García,"CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID",PUENTE DE VALLECAS,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Wilfred Agbonavbare - Alberto García,"CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID",PUENTE DE VALLECAS,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM San Juan Bautista,"CALLE TREVIANA, 1 28043 MADRID",CIUDAD LINEAL,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM San Juan Bautista,"CALLE TREVIANA, 1 28043 MADRID",CIUDAD LINEAL,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM San Juan Bautista,"CALLE TREVIANA, 1 28043 MADRID",CIUDAD LINEAL,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM San Juan Bautista,"CALLE TREVIANA, 1 28043 MADRID",CIUDAD LINEAL,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Concepción,"CALLE JOSE DEL HIERRO, 5 28027 MADRID",CIUDAD LINEAL,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Concepción,"CALLE JOSE DEL HIERRO, 5 28027 MADRID",CIUDAD LINEAL,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Concepción,"CALLE JOSE DEL HIERRO, 5 28027 MADRID",CIUDAD LINEAL,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Wilfred Agbonavbare - Alberto García,"CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID",PUENTE DE VALLECAS,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Pueblo Nuevo,"CALLE FRANCISCO RIOJA, 14 28017 MADRID",CIUDAD LINEAL,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Faustina Valladolid - Valdebernardo,"CALLE LADERA DE LOS ALMENDROS, 2 28032 MADRID",VICALVARO,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Ángel Nieto - Puente de Vallecas,"CALLE PAYASO FOFO, 7 28018 MADRID",PUENTE DE VALLECAS,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra Fuencisla,"CALLE TOMELLOSO, 39 28026 MADRID",USERA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Puerto Rico,"CALLE SEGURA, 74 28041 MADRID",USERA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Pradolongo,"CALLE PARQUE DE LA PALOMA, 9 28026 MADRID",USERA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Pradolongo,"CALLE PARQUE DE LA PALOMA, 9 28026 MADRID",USERA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Barajas,"AVENIDA LOGROÑO, 70 28042 MADRID",BARAJAS,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Hortaleza,"CARRETERA ESTACION DE HORTALEZA, 11 28033 MADRID",HORTALEZA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Playa Victoria,"CALLE HIERBABUENA, 2 28039 MADRID",TETUAN,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Vázquez de Mella,"CALLE BAILEN, 18 28005 MADRID",CENTRO,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Pi i Margall,"PLAZA DOS DE MAYO, 2 28004 MADRID",CENTRO,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Residencia San Ildefonso,"CALLE ALFONSO VI, 1 28005 MADRID",CENTRO,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Isaac Peral,"GLORIETA RUFINO NOVALVOS, 5 28025 MADRID",CARABANCHEL,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Bolivia,"CALLE VILLAVALIENTE, 29 28011 MADRID",LATINA,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Claudio Moyano,"CALLE CEA BERMUDEZ, 26 28003 MADRID",CHAMBERI,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Puerto Rico,"CALLE SEGURA, 74 28041 MADRID",USERA,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra de la Paloma,"CALLE TABERNILLAS, 2 28005 MADRID",CENTRO,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra Fuencisla,"CALLE TOMELLOSO, 39 28026 MADRID",USERA,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Concepción Arenal,"CALLE ANTONIO LOPEZ, 1 28019 MADRID",CARABANCHEL,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Pradolongo,"CALLE PARQUE DE LA PALOMA, 9 28026 MADRID",USERA,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Madroño,"CALLE LAS MARISMAS, 14 28038 MADRID",PUENTE DE VALLECAS,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca María Lejárraga,"C/ PRINCESA ÉBOLI, 29",HORTALEZA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Vicente del Bosque,"AVENIDA MONFORTE DE LEMOS, 13 28029 MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,16650.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Vicente del Bosque,"AVENIDA MONFORTE DE LEMOS, 13 28029 MADRID",FUENCARRAL - EL PARDO,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Rufino Blanco,"CALLE  GENERAL ALVAREZ DE CASTRO,  46  28010  MADRID",CHAMBERI,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Rufino Blanco,"CALLE  GENERAL ALVAREZ DE CASTRO,  46  28010  MADRID",CHAMBERI,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Rufino Blanco,"CALLE  GENERAL ALVAREZ DE CASTRO,  46  28010  MADRID",CHAMBERI,Energía Reactiva,kVArh,349.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Patriarca Obispo Elio Garay,"CALLE  LOPEZ DE HOYOS,  40  28006  MADRID",CHAMARTIN,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Patriarca Obispo Elio Garay,"CALLE  LOPEZ DE HOYOS,  40  28006  MADRID",CHAMARTIN,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Pablo Neruda,"CALLE ASCAO, 4 28017 MADRID",CIUDAD LINEAL,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Agustín Díaz,"PASEO  COMANDANTE FORTEA,  42  28008  MADRID",MONCLOA - ARAVACA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Agustín Díaz,"PASEO  COMANDANTE FORTEA,  42  28008  MADRID",MONCLOA - ARAVACA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Carril del Conde,"CALLE  CARRIL DEL CONDE,  57  28043  MADRID",HORTALEZA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Carril del Conde,"CALLE  CARRIL DEL CONDE,  57  28043  MADRID",HORTALEZA,Energía Reactiva,kVArh,3873.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Carril del Conde,"CALLE  CARRIL DEL CONDE,  57  28043  MADRID",HORTALEZA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Rafael Altamira,"CALLE  ENRIQUE D'ALMONTE,  1  28028  MADRID",SALAMANCA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Rafael Altamira,"CALLE  ENRIQUE D'ALMONTE,  1  28028  MADRID",SALAMANCA,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Rafael Altamira,"CALLE  ENRIQUE D'ALMONTE,  1  28028  MADRID",SALAMANCA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Alberto Sánchez+Biblioteca Portazgo,"CALLE  CANTALAPIEDRA,  11-14  28038  MADRID",PUENTE DE VALLECAS,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Alberto Sánchez+Biblioteca Portazgo,"CALLE  CANTALAPIEDRA,  11-14  28038  MADRID",PUENTE DE VALLECAS,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Alberto Sánchez+Biblioteca Portazgo,"CALLE  CANTALAPIEDRA,  11-14  28038  MADRID",PUENTE DE VALLECAS,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM El Espinillo,"CARRETERA  VILLAVERDE A VALLECAS,  19  28041  MADRID",VILLAVERDE,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM El Espinillo,"CARRETERA  VILLAVERDE A VALLECAS,  19  28041  MADRID",VILLAVERDE,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Santa Petronila,"CALLE  MARIA MARTINEZ OVIOL,  12  28021  MADRID",VILLAVERDE,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Santa Petronila,"CALLE  MARIA MARTINEZ OVIOL,  12  28021  MADRID",VILLAVERDE,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Santa Petronila,"CALLE  MARIA MARTINEZ OVIOL,  12  28021  MADRID",VILLAVERDE,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM La Mina,"CALLE  MONSEÑOR OSCAR ROMERO,  41  28025  MADRID",CARABANCHEL,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM La Mina,"CALLE  MONSEÑOR OSCAR ROMERO,  41  28025  MADRID",CARABANCHEL,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Sara Montiel,"CARRETERA  BOADILLA DEL MONTE,  40  28024  MADRID",LATINA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Sara Montiel,"CARRETERA  BOADILLA DEL MONTE,  40  28024  MADRID",LATINA,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Sara Montiel,"CARRETERA  BOADILLA DEL MONTE,  40  28024  MADRID",LATINA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM San Cristóbal,"PLAZA  PINAZO,  9  28021  MADRID",VILLAVERDE,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM San Cristóbal,"PLAZA  PINAZO,  9  28021  MADRID",VILLAVERDE,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM San Cristóbal,"PLAZA  PINAZO,  9  28021  MADRID",VILLAVERDE,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM El Espinillo,"CARRETERA  VILLAVERDE A VALLECAS,  19  28041  MADRID",VILLAVERDE,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Eduardo Úrculo & Biblioteca María Zambrano,"PLAZA DONOSO, 5 28029 MADRID",TETUAN,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Alfredo Kraus,"GLORIETA  PRADERA DE VAQUERIZAS,  9  28035  MADRID ",FUENCARRAL - EL PARDO,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Alfredo Kraus,"GLORIETA  PRADERA DE VAQUERIZAS,  9  28035  MADRID ",FUENCARRAL - EL PARDO,Energía Reactiva,kVArh,826.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Alfredo Kraus,"GLORIETA  PRADERA DE VAQUERIZAS,  9  28035  MADRID ",FUENCARRAL - EL PARDO,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Entrevías,"RONDA  SUR,  4  28053  MADRID",PUENTE DE VALLECAS,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Entrevías,"RONDA  SUR,  4  28053  MADRID",PUENTE DE VALLECAS,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Entrevías,"RONDA  SUR,  4  28053  MADRID",PUENTE DE VALLECAS,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Planetario de Madrid,"AVENIDA  PLANETARIO,  16  28045  MADRID",ARGANZUELA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros mixtos,CSC Montecarmelo,"AVENIDA  MONASTERIO DE SILOS,  57  28049  MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros mixtos,CSC Montecarmelo,"AVENIDA  MONASTERIO DE SILOS,  57  28049  MADRID",FUENCARRAL - EL PARDO,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros mixtos,CSC Montecarmelo,"AVENIDA  MONASTERIO DE SILOS,  57  28049  MADRID",FUENCARRAL - EL PARDO,Energía Reactiva,kVArh,69.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Daoíz y Velarde,"AVENIDA  CIUDAD DE BARCELONA,  162  28007  MADRID",RETIRO,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Daoíz y Velarde,"AVENIDA  CIUDAD DE BARCELONA,  162  28007  MADRID",RETIRO,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Otras dependencias,Centro Integral de Formación de Seguridad y Emergencias,"CALLE  SEPULVEDA,  153  28011  MADRID",LATINA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros administrativos,JMD San Blas,"AVENIDA ARCENTALES, 28 28022 MADRID",SAN BLAS - CANILLEJAS,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros mixtos,"Complejo Antonio Machado (CC, CM, Bib y EM)","CALLE SAN ROMÁN DEL VALLE, 8 28037 MADRID",SAN BLAS - CANILLEJAS,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros administrativos,JMD Usera,"AVENIDA RAFAELA YBARRA, 41 28026 MADRID",USERA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros mixtos,"Complejo Antonio Machado (CC, CM, Bib y EM)","CALLE SAN ROMÁN DEL VALLE, 8 28037 MADRID",SAN BLAS - CANILLEJAS,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros mixtos,"Complejo Antonio Machado (CC, CM, Bib y EM)","CALLE SAN ROMÁN DEL VALLE, 8 28037 MADRID",SAN BLAS - CANILLEJAS,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC El Madroño + Bib. Vicálvaro,"CALLE  VILLARDONDIEGO,  36  28032  MADRID",VICALVARO,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC El Madroño + Bib. Vicálvaro,"CALLE  VILLARDONDIEGO,  36  28032  MADRID",VICALVARO,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC El Madroño + Bib. Vicálvaro,"CALLE  VILLARDONDIEGO,  36  28032  MADRID",VICALVARO,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Los Rosales,"AVENIDA LOS ROSALES, 133 28021 MADRID",VILLAVERDE,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Los Rosales,"AVENIDA LOS ROSALES, 133 28021 MADRID",VILLAVERDE,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Los Rosales,"AVENIDA LOS ROSALES, 133 28021 MADRID",VILLAVERDE,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros administrativos,JMD Retiro,"PLAZA DAOIZ Y VELARDE, 2 28007 MADRID",RETIRO,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros administrativos,JMD Chamberí,"PLAZA CHAMBERI, 4 28010 MADRID",CHAMBERI,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros administrativos,JMD Chamberí,"PLAZA CHAMBERI, 4 28010 MADRID",CHAMBERI,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros sociales,CS Teresa de Calcuta,"PLAZA NAVIO, 4 28042 MADRID",BARAJAS,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Mercado de Ibiza,"CALLE IBIZA, 8 PLANTA 1ª 28009 MADRID",RETIRO,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Mercado de Ibiza,"CALLE IBIZA, 8 PLANTA 1ª 28009 MADRID",RETIRO,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Meseta de Orcasitas,"PLAZA ASOCIACION, 1 28041 MADRID",USERA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Alfredo Goyeneche,"CALLE ARROYO DE POZUELO, 99 28023 MADRID",MONCLOA - ARAVACA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Alfredo Goyeneche,"CALLE ARROYO DE POZUELO, 99 28023 MADRID",MONCLOA - ARAVACA,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Fernando Martín,"AVENIDA SANTO ANGEL DE LA GUARDA, 6 28039 MADRID",MONCLOA - ARAVACA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Fernando Martín,"AVENIDA SANTO ANGEL DE LA GUARDA, 6 28039 MADRID",MONCLOA - ARAVACA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Museo de Historia,"CALLE FUENCARRAL, 78 28004 MADRID",CENTRO,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Agustín Díaz,"PASEO  COMANDANTE FORTEA,  42  28008  MADRID",MONCLOA - ARAVACA,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Museo de Historia,"CALLE FUENCARRAL, 78 28004 MADRID",CENTRO,Energía Reactiva,kVArh,601.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Museo de Historia,"CALLE FUENCARRAL, 78 28004 MADRID",CENTRO,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Fernando Martín,"AVENIDA SANTO ANGEL DE LA GUARDA, 6 28039 MADRID",MONCLOA - ARAVACA,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Daoíz y Velarde,"AVENIDA  CIUDAD DE BARCELONA,  162  28007  MADRID",RETIRO,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros administrativos,JMD Usera,"AVENIDA RAFAELA YBARRA, 41 28026 MADRID",USERA,Energía Reactiva,kVArh,4220.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Meseta de Orcasitas,"PLAZA ASOCIACION, 1 28041 MADRID",USERA,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros sociales,CS Teresa de Calcuta,"PLAZA NAVIO, 4 28042 MADRID",BARAJAS,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros administrativos,JMD Chamberí,"PLAZA CHAMBERI, 4 28010 MADRID",CHAMBERI,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros administrativos,JMD Centro,"CALLE MAYOR, 72 28013 MADRID",CENTRO,Energía activa,kWh,18922.0,2024-03-01,,empresa desconocida
Centros administrativos,JMD Centro,"CALLE MAYOR, 72 28013 MADRID",CENTRO,Energía Reactiva,kVArh,3090.0,2024-03-01,,empresa desconocida
Centros mixtos,Complejo La Vaguada,"AVENIDA MONFORTE DE LEMOS, 38-40 28029 MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,73202.0,2024-03-01,,empresa desconocida
Centros mixtos,Complejo La Vaguada,"AVENIDA MONFORTE DE LEMOS, 38-40 28029 MADRID",FUENCARRAL - EL PARDO,Energía Reactiva,kVArh,20258.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM María Jesús Rosa,"AVENIDA  MONFORTE DE LEMOS,  38  28029  MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros administrativos,JMD San Blas,"AVENIDA ARCENTALES, 28 28022 MADRID",SAN BLAS - CANILLEJAS,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM María Jesús Rosa,"AVENIDA  MONFORTE DE LEMOS,  38  28029  MADRID",FUENCARRAL - EL PARDO,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros administrativos,JMD San Blas,"AVENIDA ARCENTALES, 28 28022 MADRID",SAN BLAS - CANILLEJAS,Energía Reactiva,kVArh,179.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM La Mina,"CALLE  MONSEÑOR OSCAR ROMERO,  41  28025  MADRID",CARABANCHEL,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Pradillo,"CALLE PRADILLO, 33 28002 MADRID",CHAMARTIN,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Pradillo,"CALLE PRADILLO, 33 28002 MADRID",CHAMARTIN,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Pradillo,"CALLE PRADILLO, 33 28002 MADRID",CHAMARTIN,Energía Reactiva,kVArh,62.0,2024-03-01,,empresa desconocida
