tipo del edificio,edificio,dirección,distrito,clase,unidades,consumo,puesta en servicio,potencia kwp,empresa instaladora
Centros culturales y bibliotecas,Biblioteca Gerardo Diego,"CALLE MONTE AYA, 12 28031 MADRID",VILLA DE VALLECAS,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca José Hierro,"CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID",SAN BLAS - CANILLEJAS,Energía activa,kWh,1426.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca José Hierro,"CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID",SAN BLAS - CANILLEJAS,Energía Reactiva,kvarh,60.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca José Hierro,"CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID",SAN BLAS - CANILLEJAS,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca La Elipa - Islas Filipinas,"CALLE NUESTRA SEÑORA DEL VILLAR, 6 28017 MADRID",CIUDAD LINEAL,Energía activa,kWh,1167.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca La Elipa - Islas Filipinas,"CALLE NUESTRA SEÑORA DEL VILLAR, 6 28017 MADRID",CIUDAD LINEAL,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca La Elipa - Islas Filipinas,"CALLE NUESTRA SEÑORA DEL VILLAR, 6 28017 MADRID",CIUDAD LINEAL,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Mario Vargas Llosa,"CALLE BARCELO, 4 28004 MADRID",CENTRO,Energía activa,kWh,2322.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Mario Vargas Llosa,"CALLE BARCELO, 4 28004 MADRID",CENTRO,Energía Reactiva,kvarh,426.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Miguel Delibes,"CALLE ARROYO BELINCOSO, 11 (JUNTO A CENTRO CULTURAL EDUARDO CHILLIDA) 28030 MADRID",MORATALAZ,Energía activa,kWh,3085.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Miguel Delibes,"CALLE ARROYO BELINCOSO, 11 (JUNTO A CENTRO CULTURAL EDUARDO CHILLIDA) 28030 MADRID",MORATALAZ,Energía Reactiva,kvarh,30.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Miguel Delibes,"CALLE ARROYO BELINCOSO, 11 (JUNTO A CENTRO CULTURAL EDUARDO CHILLIDA) 28030 MADRID",MORATALAZ,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Pablo Neruda,"CALLE ASCAO, 4 28017 MADRID",CIUDAD LINEAL,Energía activa,kWh,0.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Pablo Neruda,"CALLE ASCAO, 4 28017 MADRID",CIUDAD LINEAL,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Pío Baroja,"CALLE ARGANDA, 12 28005 MADRID",ARGANZUELA,Energía activa,kWh,2505.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Pío Baroja,"CALLE ARGANDA, 12 28005 MADRID",ARGANZUELA,Energía Reactiva,kvarh,317.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Pío Baroja,"CALLE ARGANDA, 12 28005 MADRID",ARGANZUELA,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,CC Conde Duque,"CALLE CONDE DUQUE, 11 28015 MADRID",CENTRO,Energía activa,kWh,107099.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,CC Conde Duque,"CALLE CONDE DUQUE, 11 28015 MADRID",CENTRO,Energía Reactiva,kvarh,441.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,CC La Vaguada,"AVENIDA  MONFORTE DE LEMOS, 38 28029 MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,14837.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,CC La Vaguada,"AVENIDA  MONFORTE DE LEMOS, 38 28029 MADRID",FUENCARRAL - EL PARDO,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,CC Valdebernardo y Biblioteca Francisco Ayala,"BULEVAR INDALECIO PRIETO, 21 28032 MADRID",VICALVARO,Energía activa,kWh,0.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,CC Valdebernardo y Biblioteca Francisco Ayala,"BULEVAR INDALECIO PRIETO, 21 28032 MADRID",VICALVARO,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,CC/BPM Gloria Fuertes,"AVENIDA LOGROÑO, 179 28042 MADRID",BARAJAS,Energía activa,kWh,0.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,CC/BPM Gloria Fuertes,"AVENIDA LOGROÑO, 179 28042 MADRID",BARAJAS,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros mixtos,CDI Arganzuela,"CALLE CANARIAS, 17 28045 MADRID",ARGANZUELA,Energía activa,kWh,18702.0,2020-04-01,,empresa desconocida
Centros mixtos,CDI Arganzuela,"CALLE CANARIAS, 17 28045 MADRID",ARGANZUELA,Energía Reactiva,kvarh,6410.0,2020-04-01,,empresa desconocida
Centros mixtos,CDI Arganzuela,"CALLE CANARIAS, 17 28045 MADRID",ARGANZUELA,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Aluche,"AVENIDA DE LAS AGUILAS, 14 28044 MADRID",LATINA,Energía activa,kWh,11844.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Aluche,"AVENIDA DE LAS AGUILAS, 14 28044 MADRID",LATINA,Energía Reactiva,kvarh,646.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Aluche,"AVENIDA DE LAS AGUILAS, 14 28044 MADRID",LATINA,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Ángel Nieto - Puente de Vallecas,"CALLE PAYASO FOFO, 7 28018 MADRID",PUENTE DE VALLECAS,Energía activa,kWh,11761.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Ángel Nieto - Puente de Vallecas,"CALLE PAYASO FOFO, 7 28018 MADRID",PUENTE DE VALLECAS,Energía Reactiva,kvarh,4193.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Ángel Nieto - Puente de Vallecas,"CALLE PAYASO FOFO, 7 28018 MADRID",PUENTE DE VALLECAS,Gas,m3,3218.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Barajas,"AVENIDA LOGROÑO, 70 28042 MADRID",BARAJAS,Energía activa,kWh,28616.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Barajas,"AVENIDA LOGROÑO, 70 28042 MADRID",BARAJAS,Energía Reactiva,kvarh,3998.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Barajas,"AVENIDA LOGROÑO, 70 28042 MADRID",BARAJAS,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Cerro Almodóvar,"CALLE CERRO DE ALMODOVAR, 9 28007 MADRID",VILLA DE VALLECAS,Energía activa,kWh,24479.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Cerro Almodóvar,"CALLE CERRO DE ALMODOVAR, 9 28007 MADRID",VILLA DE VALLECAS,Energía Reactiva,kvarh,3221.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Concepción,"CALLE JOSE DEL HIERRO, 5 28027 MADRID",CIUDAD LINEAL,Energía activa,kWh,2411.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Concepción,"CALLE JOSE DEL HIERRO, 5 28027 MADRID",CIUDAD LINEAL,Energía Reactiva,kvarh,0.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Concepción,"CALLE JOSE DEL HIERRO, 5 28027 MADRID",CIUDAD LINEAL,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Faustina Valladolid - Valdebernardo,"CALLE LADERA DE LOS ALMENDROS, 2 28032 MADRID",VICALVARO,Energía activa,kWh,40945.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Faustina Valladolid - Valdebernardo,"CALLE LADERA DE LOS ALMENDROS, 2 28032 MADRID",VICALVARO,Energía Reactiva,kvarh,1.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Faustina Valladolid - Valdebernardo,"CALLE LADERA DE LOS ALMENDROS, 2 28032 MADRID",VICALVARO,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Gallur,"CALLE GALLUR, 2 28047 MADRID",LATINA,Energía activa,kWh,21128.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Gallur,"CALLE GALLUR, 2 28047 MADRID",LATINA,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Gallur,"CALLE GALLUR, 2 28047 MADRID",LATINA,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Hortaleza,"CARRETERA ESTACION DE HORTALEZA, 11 28033 MADRID",HORTALEZA,Energía activa,kWh,2973.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Hortaleza,"CARRETERA ESTACION DE HORTALEZA, 11 28033 MADRID",HORTALEZA,Energía Reactiva,kvarh,63.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Hortaleza,"CARRETERA ESTACION DE HORTALEZA, 11 28033 MADRID",HORTALEZA,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM La Elipa,"CALLE ALCALDE GARRIDO JUARISTI, 17 28030 MADRID",MORATALAZ,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM La Masó,"CALLE MASO, 80 (C/V VENTISQUERO DE LA CONDESA) 28034 MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,75780.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM La Masó,"CALLE MASO, 80 (C/V VENTISQUERO DE LA CONDESA) 28034 MADRID",FUENCARRAL - EL PARDO,Energía Reactiva,kvarh,0.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM La Masó,"CALLE MASO, 80 (C/V VENTISQUERO DE LA CONDESA) 28034 MADRID",FUENCARRAL - EL PARDO,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Luis Aragonés,"CALLE EL PROVENCIO, 20 28043 MADRID",HORTALEZA,Energía activa,kWh,24119.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Luis Aragonés,"CALLE EL PROVENCIO, 20 28043 MADRID",HORTALEZA,Energía Reactiva,kvarh,1784.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Luis Aragonés,"CALLE EL PROVENCIO, 20 28043 MADRID",HORTALEZA,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Orcasitas,"AVENIDA RAFAELA YBARRA, 52 28026 MADRID",USERA,Energía activa,kWh,168.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Orcasitas,"AVENIDA RAFAELA YBARRA, 52 28026 MADRID",USERA,Energía activa,kWh,769.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Orcasitas,"AVENIDA RAFAELA YBARRA, 52 28026 MADRID",USERA,Energía Reactiva,kvarh,0.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Orcasitas,"AVENIDA RAFAELA YBARRA, 52 28026 MADRID",USERA,Energía Reactiva,kvarh,5126.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Plata y Castañar,"PASEO PLATA Y CASTAÑAR, 7 28021 MADRID",VILLAVERDE,Energía activa,kWh,37258.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Plata y Castañar,"PASEO PLATA Y CASTAÑAR, 7 28021 MADRID",VILLAVERDE,Energía Reactiva,kvarh,535.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Plata y Castañar,"PASEO PLATA Y CASTAÑAR, 7 28021 MADRID",VILLAVERDE,Gas,m3,9611.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Playa Victoria,"CALLE HIERBABUENA, 2 28039 MADRID",TETUAN,Energía activa,kWh,2684.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Playa Victoria,"CALLE HIERBABUENA, 2 28039 MADRID",TETUAN,Energía Reactiva,kvarh,942.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Playa Victoria,"CALLE HIERBABUENA, 2 28039 MADRID",TETUAN,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Pueblo Nuevo,"CALLE FRANCISCO RIOJA, 14 28017 MADRID",CIUDAD LINEAL,Energía activa,kWh,2271.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Pueblo Nuevo,"CALLE FRANCISCO RIOJA, 14 28017 MADRID",CIUDAD LINEAL,Energía Reactiva,kvarh,1163.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Pueblo Nuevo,"CALLE FRANCISCO RIOJA, 14 28017 MADRID",CIUDAD LINEAL,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Samaranch,"PASEO IMPERIAL, 20 28005 MADRID",ARGANZUELA,Energía activa,kWh,49623.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Samaranch,"PASEO IMPERIAL, 20 28005 MADRID",ARGANZUELA,Gas,m3,9100.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM San Blas,"CALLE ARCOS DE JALON, 59 28037 MADRID",SAN BLAS - CANILLEJAS,Energía activa,kWh,787.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM San Juan Bautista,"CALLE TREVIANA, 1 28043 MADRID",CIUDAD LINEAL,Energía activa,kWh,252.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM San Juan Bautista,"CALLE TREVIANA, 1 28043 MADRID",CIUDAD LINEAL,Energía Reactiva,kvarh,0.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM San Juan Bautista,"CALLE TREVIANA, 1 28043 MADRID",CIUDAD LINEAL,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Vicente del Bosque,"AVENIDA MONFORTE DE LEMOS, 13 28029 MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,5169.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Vicente del Bosque,"AVENIDA MONFORTE DE LEMOS, 13 28029 MADRID",FUENCARRAL - EL PARDO,Energía Reactiva,kvarh,0.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Wilfred Agbonavbare - Alberto García,"CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID",PUENTE DE VALLECAS,Energía activa,kWh,13328.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Wilfred Agbonavbare - Alberto García,"CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID",PUENTE DE VALLECAS,Energía Reactiva,kvarh,0.0,2020-04-01,,empresa desconocida
Centros deportivos,CDM Wilfred Agbonavbare - Alberto García,"CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID",PUENTE DE VALLECAS,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Bolivia,"CALLE VILLAVALIENTE, 29 28011 MADRID",LATINA,Energía activa,kWh,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Bolivia,"CALLE VILLAVALIENTE, 29 28011 MADRID",LATINA,Energía Reactiva,kvarh,4.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Bolivia,"CALLE VILLAVALIENTE, 29 28011 MADRID",LATINA,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Claudio Moyano,"CALLE CEA BERMUDEZ, 26 28003 MADRID",CHAMBERI,Energía activa,kWh,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Claudio Moyano,"CALLE CEA BERMUDEZ, 26 28003 MADRID",CHAMBERI,Energía Reactiva,kvarh,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Claudio Moyano,"CALLE CEA BERMUDEZ, 26 28003 MADRID",CHAMBERI,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Concepción Arenal,"CALLE ANTONIO LOPEZ, 1 28019 MADRID",CARABANCHEL,Energía activa,kWh,5716.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Concepción Arenal,"CALLE ANTONIO LOPEZ, 1 28019 MADRID",CARABANCHEL,Energía Reactiva,kvarh,2047.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Concepción Arenal,"CALLE ANTONIO LOPEZ, 1 28019 MADRID",CARABANCHEL,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Isaac Peral,"GLORIETA RUFINO NOVALVOS, 5 28025 MADRID",CARABANCHEL,Energía activa,kWh,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Isaac Peral,"GLORIETA RUFINO NOVALVOS, 5 28025 MADRID",CARABANCHEL,Energía Reactiva,kvarh,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Isaac Peral,"GLORIETA RUFINO NOVALVOS, 5 28025 MADRID",CARABANCHEL,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Madroño,"CALLE LAS MARISMAS, 14 28038 MADRID",PUENTE DE VALLECAS,Energía activa,kWh,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Madroño,"CALLE LAS MARISMAS, 14 28038 MADRID",PUENTE DE VALLECAS,Energía Reactiva,kvarh,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Madroño,"CALLE LAS MARISMAS, 14 28038 MADRID",PUENTE DE VALLECAS,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra de la Paloma,"CALLE TABERNILLAS, 2 28005 MADRID",CENTRO,Energía activa,kWh,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra de la Paloma,"CALLE TABERNILLAS, 2 28005 MADRID",CENTRO,Energía Reactiva,kvarh,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra de la Paloma,"CALLE TABERNILLAS, 2 28005 MADRID",CENTRO,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra Fuencisla,"CALLE TOMELLOSO, 39 28026 MADRID",USERA,Energía activa,kWh,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra Fuencisla,"CALLE TOMELLOSO, 39 28026 MADRID",USERA,Energía Reactiva,kvarh,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra Fuencisla,"CALLE TOMELLOSO, 39 28026 MADRID",USERA,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Pi i Margall,"PLAZA DOS DE MAYO, 2 28004 MADRID",CENTRO,Energía activa,kWh,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Pi i Margall,"PLAZA DOS DE MAYO, 2 28004 MADRID",CENTRO,Energía Reactiva,kvarh,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Pi i Margall,"PLAZA DOS DE MAYO, 2 28004 MADRID",CENTRO,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Pradolongo,"CALLE PARQUE DE LA PALOMA, 9 28026 MADRID",USERA,Energía activa,kWh,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Pradolongo,"CALLE PARQUE DE LA PALOMA, 9 28026 MADRID",USERA,Energía Reactiva,kvarh,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Pradolongo,"CALLE PARQUE DE LA PALOMA, 9 28026 MADRID",USERA,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Puerto Rico,"CALLE SEGURA, 74 28041 MADRID",USERA,Energía activa,kWh,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Puerto Rico,"CALLE SEGURA, 74 28041 MADRID",USERA,Energía Reactiva,kvarh,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Puerto Rico,"CALLE SEGURA, 74 28041 MADRID",USERA,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Residencia San Ildefonso,"CALLE ALFONSO VI, 1 28005 MADRID",CENTRO,Energía activa,kWh,2815.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Residencia San Ildefonso,"CALLE ALFONSO VI, 1 28005 MADRID",CENTRO,Energía Reactiva,kvarh,1936.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Residencia San Ildefonso,"CALLE ALFONSO VI, 1 28005 MADRID",CENTRO,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Vázquez de Mella,"CALLE BAILEN, 18 28005 MADRID",CENTRO,Energía activa,kWh,0.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Vázquez de Mella,"CALLE BAILEN, 18 28005 MADRID",CENTRO,Energía Reactiva,kvarh,-1666.0,2020-04-01,,empresa desconocida
Centros escolares,CEIP Vázquez de Mella,"CALLE BAILEN, 18 28005 MADRID",CENTRO,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,Centro de Mayores San Francisco,"CALLE JERTE, 3 (ENTRADA POR CALLE SAN BUENAVENTURA, 3) 28005 MADRID",CENTRO,Energía activa,kWh,18259.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,Centro de Mayores San Francisco,"CALLE JERTE, 3 (ENTRADA POR CALLE SAN BUENAVENTURA, 3) 28005 MADRID",CENTRO,Energía Reactiva,kvarh,0.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,Centro de Mayores San Francisco,"CALLE JERTE, 3 (ENTRADA POR CALLE SAN BUENAVENTURA, 3) 28005 MADRID",CENTRO,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros mixtos,Complejo La Vaguada,"AVENIDA MONFORTE DE LEMOS, 38-40 28029 MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,0.0,2020-04-01,,empresa desconocida
Centros mixtos,Complejo La Vaguada,"AVENIDA MONFORTE DE LEMOS, 38-40 28029 MADRID",FUENCARRAL - EL PARDO,Energía Reactiva,kvarh,0.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,Complejo Sanchinarro,"C/ PRINCESA ÉBOLI, 29",HORTALEZA,Energía activa,kWh,0.0,2020-04-01,,empresa desconocida
Centros administrativos,JMD Centro,"CALLE MAYOR, 72 28013 MADRID",CENTRO,Gas,m3,0.0,2020-04-01,,empresa desconocida
Centros administrativos,JMD Fuencarral,"AVENIDA MONFORTE DE LEMOS, 40 28029 MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,0.0,2020-04-01,,empresa desconocida
Centros deportivos,Pabellón Jesús Rollán,"CALLE AVENA, 11 28026 MADRID",USERA,Energía activa,kWh,20480.0,2020-04-01,,empresa desconocida
Centros deportivos,Pabellón Jesús Rollán,"CALLE AVENA, 11 28026 MADRID",USERA,Energía Reactiva,kvarh,2059.0,2020-04-01,,empresa desconocida
Centros deportivos,Pabellón Jesús Rollán,"CALLE AVENA, 11 28026 MADRID",USERA,Gas,m3,9017.0,2020-04-01,,empresa desconocida
Centros mixtos,Palacio Cibeles,"PLAZA CIBELES, 1 28014 MADRID",RETIRO,Energía activa,kWh,201747.0,2020-04-01,,empresa desconocida
Centros administrativos,Sede AG Hacienda,"CALLE ALCALA, 45 28014 MADRID",CENTRO,Energía activa,kWh,28003.0,2020-04-01,,empresa desconocida
Centros administrativos,Sede AG Hacienda,"CALLE ALCALA, 45 28014 MADRID",CENTRO,Energía Reactiva,kvarh,5843.0,2020-04-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Ana María Matute,"CALLE ISAAC ALBENIZ, 1 28019 MADRID",CARABANCHEL,Energía activa,kWh,5157.0,2020-05-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Ana María Matute,"CALLE ISAAC ALBENIZ, 1 28019 MADRID",CARABANCHEL,Energía Reactiva,kvarh,3.0,2020-05-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Ángel González,"CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID",LATINA,Energía activa,kWh,3247.0,2020-05-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Ángel González,"CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID",LATINA,Energía Reactiva,kvarh,1702.0,2020-05-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Ángel González,"CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID",LATINA,Gas,m3,0.0,2020-05-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Eugenio Trías,"PASEO FERNAN NUÑEZ, 24 28009 MADRID",RETIRO,Energía activa,kWh,5710.0,2020-05-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Eugenio Trías,"PASEO FERNAN NUÑEZ, 24 28009 MADRID",RETIRO,Energía Reactiva,kvarh,681.0,2020-05-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Eugenio Trías,"PASEO FERNAN NUÑEZ, 24 28009 MADRID",RETIRO,Gas,m3,0.0,2020-05-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Gerardo Diego,"CALLE MONTE AYA, 12 28031 MADRID",VILLA DE VALLECAS,Energía activa,kWh,1932.0,2020-05-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Gerardo Diego,"CALLE MONTE AYA, 12 28031 MADRID",VILLA DE VALLECAS,Energía Reactiva,kvarh,173.0,2020-05-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Gerardo Diego,"CALLE MONTE AYA, 12 28031 MADRID",VILLA DE VALLECAS,Gas,m3,0.0,2020-05-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca José Hierro,"CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID",SAN BLAS - CANILLEJAS,Energía activa,kWh,2196.0,2020-05-01,,empresa desconocida
